,date,id,name,layer,parent,fb,title
0,0,15336420,durham am,2,0,-1,Characterization of SCAR markers of Eimeria spp. of domestic fowl and construction of a public relational database (The Eimeria SCARdb).
0,0,15336420,gruber a,2,0,-1,Characterization of SCAR markers of Eimeria spp. of domestic fowl and construction of a public relational database (The Eimeria SCARdb).
0,0,25128826,zhao n,2,0,-1,Identification of a telomeric DNA-binding protein in Eimeria tenella.
0,0,25128826,gong p,2,0,-1,Identification of a telomeric DNA-binding protein in Eimeria tenella.
0,0,25128826,li z,2,0,-1,Identification of a telomeric DNA-binding protein in Eimeria tenella.
0,0,25128826,cheng b,2,0,-1,Identification of a telomeric DNA-binding protein in Eimeria tenella.
0,0,25128826,li j,2,0,-1,Identification of a telomeric DNA-binding protein in Eimeria tenella.
0,0,25128826,yang z,2,0,-1,Identification of a telomeric DNA-binding protein in Eimeria tenella.
0,0,25128826,li h,2,0,-1,Identification of a telomeric DNA-binding protein in Eimeria tenella.
0,0,25128826,yang j,2,0,-1,Identification of a telomeric DNA-binding protein in Eimeria tenella.
0,0,25128826,zhang g,2,0,-1,Identification of a telomeric DNA-binding protein in Eimeria tenella.
0,0,25128826,zhang x,2,0,-1,Identification of a telomeric DNA-binding protein in Eimeria tenella.
0,0,26345067,kundu k,2,0,-1,Cloning and sequencing of beta-tubulin and internal transcribed spacer-2 (ITS-2) of Eimeria tenella isolate from India.
0,0,26345067,banerjee ps,2,0,-1,Cloning and sequencing of beta-tubulin and internal transcribed spacer-2 (ITS-2) of Eimeria tenella isolate from India.
0,0,26345067,garg r,2,0,-1,Cloning and sequencing of beta-tubulin and internal transcribed spacer-2 (ITS-2) of Eimeria tenella isolate from India.
0,0,26345067,kumar s,2,0,-1,Cloning and sequencing of beta-tubulin and internal transcribed spacer-2 (ITS-2) of Eimeria tenella isolate from India.
0,0,26345067,mandal m,2,0,-1,Cloning and sequencing of beta-tubulin and internal transcribed spacer-2 (ITS-2) of Eimeria tenella isolate from India.
0,0,26345067,maurya ps,2,0,-1,Cloning and sequencing of beta-tubulin and internal transcribed spacer-2 (ITS-2) of Eimeria tenella isolate from India.
0,0,26345067,tomley f,2,0,-1,Cloning and sequencing of beta-tubulin and internal transcribed spacer-2 (ITS-2) of Eimeria tenella isolate from India.
0,0,26345067,blake d,2,0,-1,Cloning and sequencing of beta-tubulin and internal transcribed spacer-2 (ITS-2) of Eimeria tenella isolate from India.
0,0,15206462,schaap d,2,0,-1,An Eimeria vaccine candidate appears to be lactate dehydrogenase; characterization and comparative analysis.
0,0,15206462,arts g,2,0,-1,An Eimeria vaccine candidate appears to be lactate dehydrogenase; characterization and comparative analysis.
0,0,15206462,kroeze j,2,0,-1,An Eimeria vaccine candidate appears to be lactate dehydrogenase; characterization and comparative analysis.
0,0,15206462,niessen r,2,0,-1,An Eimeria vaccine candidate appears to be lactate dehydrogenase; characterization and comparative analysis.
0,0,15206462,roosmalen-vos sv,2,0,-1,An Eimeria vaccine candidate appears to be lactate dehydrogenase; characterization and comparative analysis.
0,0,15206462,spreeuwenberg k,2,0,-1,An Eimeria vaccine candidate appears to be lactate dehydrogenase; characterization and comparative analysis.
0,0,15206462,kuiper cm,2,0,-1,An Eimeria vaccine candidate appears to be lactate dehydrogenase; characterization and comparative analysis.
0,0,15206462,beek-verhoeven nv,2,0,-1,An Eimeria vaccine candidate appears to be lactate dehydrogenase; characterization and comparative analysis.
0,0,15206462,kok jj,2,0,-1,An Eimeria vaccine candidate appears to be lactate dehydrogenase; characterization and comparative analysis.
0,0,15206462,knegtel rm,2,0,-1,An Eimeria vaccine candidate appears to be lactate dehydrogenase; characterization and comparative analysis.
0,0,15206462,vermeulen an,2,0,-1,An Eimeria vaccine candidate appears to be lactate dehydrogenase; characterization and comparative analysis.
0,0,18083827,krücken j,2,0,-1,Excystation of Eimeria tenella sporozoites impaired by antibody recognizing gametocyte/oocyst antigens GAM22 and GAM56.
0,0,18083827,hosse rj,2,0,-1,Excystation of Eimeria tenella sporozoites impaired by antibody recognizing gametocyte/oocyst antigens GAM22 and GAM56.
0,0,18083827,mouafo an,2,0,-1,Excystation of Eimeria tenella sporozoites impaired by antibody recognizing gametocyte/oocyst antigens GAM22 and GAM56.
0,0,18083827,entzeroth r,2,0,-1,Excystation of Eimeria tenella sporozoites impaired by antibody recognizing gametocyte/oocyst antigens GAM22 and GAM56.
0,0,18083827,bierbaum s,2,0,-1,Excystation of Eimeria tenella sporozoites impaired by antibody recognizing gametocyte/oocyst antigens GAM22 and GAM56.
0,0,18083827,marinovski p,2,0,-1,Excystation of Eimeria tenella sporozoites impaired by antibody recognizing gametocyte/oocyst antigens GAM22 and GAM56.
0,0,18083827,hain k,2,0,-1,Excystation of Eimeria tenella sporozoites impaired by antibody recognizing gametocyte/oocyst antigens GAM22 and GAM56.
0,0,18083827,greif g,2,0,-1,Excystation of Eimeria tenella sporozoites impaired by antibody recognizing gametocyte/oocyst antigens GAM22 and GAM56.
0,0,18083827,wunderlich f,2,0,-1,Excystation of Eimeria tenella sporozoites impaired by antibody recognizing gametocyte/oocyst antigens GAM22 and GAM56.
0,0,12651215,réfega s,2,0,-1,Gene discovery in Eimeria tenella by immunoscreening cDNA expression libraries of sporozoites and schizonts with chicken intestinal antibodies.
0,0,12651215,girard-misguich f,2,0,-1,Gene discovery in Eimeria tenella by immunoscreening cDNA expression libraries of sporozoites and schizonts with chicken intestinal antibodies.
0,0,12651215,bourdieu c,2,0,-1,Gene discovery in Eimeria tenella by immunoscreening cDNA expression libraries of sporozoites and schizonts with chicken intestinal antibodies.
0,0,12651215,péry p,2,0,-1,Gene discovery in Eimeria tenella by immunoscreening cDNA expression libraries of sporozoites and schizonts with chicken intestinal antibodies.
0,0,12651215,labbé m,2,0,-1,Gene discovery in Eimeria tenella by immunoscreening cDNA expression libraries of sporozoites and schizonts with chicken intestinal antibodies.
0,0,1491292,herbert rg,2,0,-1,Characterization of Eimeria tenella unsporulated oocyst-specific cDNA clones.
0,0,1491292,pasternak jj,2,0,-1,Characterization of Eimeria tenella unsporulated oocyst-specific cDNA clones.
0,0,1491292,fernando ma,2,0,-1,Characterization of Eimeria tenella unsporulated oocyst-specific cDNA clones.
0,0,11042156,shirley mw,2,0,-1,A genetic linkage map of the apicomplexan protozoan parasite Eimeria tenella.
0,0,11042156,harvey da,2,0,-1,A genetic linkage map of the apicomplexan protozoan parasite Eimeria tenella.
0,0,8855556,tomley fm,2,0,-1,"Molecular cloning and characterization of a novel acidic microneme protein (Etmic-2) from the apicomplexan protozoan parasite, Eimeria tenella."
0,0,8855556,bumstead jm,2,0,-1,"Molecular cloning and characterization of a novel acidic microneme protein (Etmic-2) from the apicomplexan protozoan parasite, Eimeria tenella."
0,0,8855556,billington kj,2,0,-1,"Molecular cloning and characterization of a novel acidic microneme protein (Etmic-2) from the apicomplexan protozoan parasite, Eimeria tenella."
0,0,8855556,dunn pp,2,0,-1,"Molecular cloning and characterization of a novel acidic microneme protein (Etmic-2) from the apicomplexan protozoan parasite, Eimeria tenella."
0,0,27309852,zhai q,2,0,-1,Molecular Characterization and Immune Protection of a New Conserved Hypothetical Protein of Eimeria tenella.
0,0,27309852,huang b,2,0,-1,Molecular Characterization and Immune Protection of a New Conserved Hypothetical Protein of Eimeria tenella.
0,0,27309852,dong h,2,0,-1,Molecular Characterization and Immune Protection of a New Conserved Hypothetical Protein of Eimeria tenella.
0,0,27309852,zhao q,2,0,-1,Molecular Characterization and Immune Protection of a New Conserved Hypothetical Protein of Eimeria tenella.
0,0,27309852,zhu s,2,0,-1,Molecular Characterization and Immune Protection of a New Conserved Hypothetical Protein of Eimeria tenella.
0,0,27309852,liang s,2,0,-1,Molecular Characterization and Immune Protection of a New Conserved Hypothetical Protein of Eimeria tenella.
0,0,27309852,li s,2,0,-1,Molecular Characterization and Immune Protection of a New Conserved Hypothetical Protein of Eimeria tenella.
0,0,27309852,yang s,2,0,-1,Molecular Characterization and Immune Protection of a New Conserved Hypothetical Protein of Eimeria tenella.
0,0,27309852,han h,2,0,-1,Molecular Characterization and Immune Protection of a New Conserved Hypothetical Protein of Eimeria tenella.
0,0,22022267,lai l,2,0,-1,The role of sialyl glycan recognition in host tissue tropism of the avian parasite Eimeria tenella.
0,0,22022267,bumstead j,2,0,-1,The role of sialyl glycan recognition in host tissue tropism of the avian parasite Eimeria tenella.
0,0,22022267,liu y,2,0,-1,The role of sialyl glycan recognition in host tissue tropism of the avian parasite Eimeria tenella.
0,0,22022267,garnett j,2,0,-1,The role of sialyl glycan recognition in host tissue tropism of the avian parasite Eimeria tenella.
0,0,22022267,campanero-rhodes ma,2,0,-1,The role of sialyl glycan recognition in host tissue tropism of the avian parasite Eimeria tenella.
0,0,22022267,blake dp,2,0,-1,The role of sialyl glycan recognition in host tissue tropism of the avian parasite Eimeria tenella.
0,0,22022267,palma as,2,0,-1,The role of sialyl glycan recognition in host tissue tropism of the avian parasite Eimeria tenella.
0,0,22022267,chai w,2,0,-1,The role of sialyl glycan recognition in host tissue tropism of the avian parasite Eimeria tenella.
0,0,22022267,ferguson dj,2,0,-1,The role of sialyl glycan recognition in host tissue tropism of the avian parasite Eimeria tenella.
0,0,22022267,simpson p,2,0,-1,The role of sialyl glycan recognition in host tissue tropism of the avian parasite Eimeria tenella.
0,0,22022267,feizi t,2,0,-1,The role of sialyl glycan recognition in host tissue tropism of the avian parasite Eimeria tenella.
0,0,22022267,tomley fm,2,0,-1,The role of sialyl glycan recognition in host tissue tropism of the avian parasite Eimeria tenella.
0,0,22022267,matthews s,2,0,-1,The role of sialyl glycan recognition in host tissue tropism of the avian parasite Eimeria tenella.
0,0,10651056,tsuji n,2,0,-1,DNA polymorphism of srRNA gene among Eimeria tenella strains isolated in Japan.
0,0,10651056,ohta m,2,0,-1,DNA polymorphism of srRNA gene among Eimeria tenella strains isolated in Japan.
0,0,10651056,kawazu s,2,0,-1,DNA polymorphism of srRNA gene among Eimeria tenella strains isolated in Japan.
0,0,10651056,kamio t,2,0,-1,DNA polymorphism of srRNA gene among Eimeria tenella strains isolated in Japan.
0,0,10651056,isobe t,2,0,-1,DNA polymorphism of srRNA gene among Eimeria tenella strains isolated in Japan.
0,0,10651056,shimura k,2,0,-1,DNA polymorphism of srRNA gene among Eimeria tenella strains isolated in Japan.
0,0,10651056,fujisaki k,2,0,-1,DNA polymorphism of srRNA gene among Eimeria tenella strains isolated in Japan.
0,0,23369433,han hy,2,0,-1,Molecular characterization and analysis of a novel calcium-dependent protein kinase from Eimeria tenella.
0,0,23369433,zhu sh,2,0,-1,Molecular characterization and analysis of a novel calcium-dependent protein kinase from Eimeria tenella.
0,0,23369433,jiang ll,2,0,-1,Molecular characterization and analysis of a novel calcium-dependent protein kinase from Eimeria tenella.
0,0,23369433,li y,2,0,-1,Molecular characterization and analysis of a novel calcium-dependent protein kinase from Eimeria tenella.
0,0,23369433,dong h,2,0,-1,Molecular characterization and analysis of a novel calcium-dependent protein kinase from Eimeria tenella.
0,0,23369433,zhao qp,2,0,-1,Molecular characterization and analysis of a novel calcium-dependent protein kinase from Eimeria tenella.
0,0,23369433,kong cl,2,0,-1,Molecular characterization and analysis of a novel calcium-dependent protein kinase from Eimeria tenella.
0,0,23369433,huang b,2,0,-1,Molecular characterization and analysis of a novel calcium-dependent protein kinase from Eimeria tenella.
0,0,14636990,cai x,2,0,-1,Apicoplast genome of the coccidian Eimeria tenella.
0,0,14636990,fuller al,2,0,-1,Apicoplast genome of the coccidian Eimeria tenella.
0,0,14636990,mcdougald lr,2,0,-1,Apicoplast genome of the coccidian Eimeria tenella.
0,0,14636990,zhu g,2,0,-1,Apicoplast genome of the coccidian Eimeria tenella.
0,0,9491420,hoogendoorn b,2,0,-1,Mapping the genome of Eimeria tenella: use of a yeast artificial chromosome library as the basis for a physical map.
0,0,9491420,toye aa,2,0,-1,Mapping the genome of Eimeria tenella: use of a yeast artificial chromosome library as the basis for a physical map.
0,0,9491420,bumstead n,2,0,-1,Mapping the genome of Eimeria tenella: use of a yeast artificial chromosome library as the basis for a physical map.
0,0,9491420,shirley mw,2,0,-1,Mapping the genome of Eimeria tenella: use of a yeast artificial chromosome library as the basis for a physical map.
0,0,17688436,ling kh,2,0,-1,In silico identification and characterization of a putative phosphatidylinositol 4-phosphate 5-kinase (PIP5K) gene in Eimeria tenella.
0,0,17688436,loo ss,2,0,-1,In silico identification and characterization of a putative phosphatidylinositol 4-phosphate 5-kinase (PIP5K) gene in Eimeria tenella.
0,0,17688436,rosli r,2,0,-1,In silico identification and characterization of a putative phosphatidylinositol 4-phosphate 5-kinase (PIP5K) gene in Eimeria tenella.
0,0,17688436,shamsudin mn,2,0,-1,In silico identification and characterization of a putative phosphatidylinositol 4-phosphate 5-kinase (PIP5K) gene in Eimeria tenella.
0,0,17688436,mohamed r,2,0,-1,In silico identification and characterization of a putative phosphatidylinositol 4-phosphate 5-kinase (PIP5K) gene in Eimeria tenella.
0,0,17688436,wan kl,2,0,-1,In silico identification and characterization of a putative phosphatidylinositol 4-phosphate 5-kinase (PIP5K) gene in Eimeria tenella.
0,0,8426611,pasamontes l,2,0,-1,Sequence of a major Eimeria maxima antigen homologous to the Eimeria tenella microneme protein Etp100.
0,0,8426611,hug d,2,0,-1,Sequence of a major Eimeria maxima antigen homologous to the Eimeria tenella microneme protein Etp100.
0,0,8426611,hümbelin m,2,0,-1,Sequence of a major Eimeria maxima antigen homologous to the Eimeria tenella microneme protein Etp100.
0,0,8426611,weber g,2,0,-1,Sequence of a major Eimeria maxima antigen homologous to the Eimeria tenella microneme protein Etp100.
0,0,12186768,chong sp,2,0,-1,Molecular characterization and expression of a putative ATPase domain from Eimeria tenella.
0,0,12186768,jangi ms,2,0,-1,Molecular characterization and expression of a putative ATPase domain from Eimeria tenella.
0,0,12186768,wan kl,2,0,-1,Molecular characterization and expression of a putative ATPase domain from Eimeria tenella.
0,0,7596636,ellis tj,2,0,-1,Phylogenetic relationships between Toxoplasma and Sarcocystis deduced from a comparison of 18S rDNA sequences.
0,0,7596636,luton k,2,0,-1,Phylogenetic relationships between Toxoplasma and Sarcocystis deduced from a comparison of 18S rDNA sequences.
0,0,7596636,baverstock pr,2,0,-1,Phylogenetic relationships between Toxoplasma and Sarcocystis deduced from a comparison of 18S rDNA sequences.
0,0,7596636,whitworth g,2,0,-1,Phylogenetic relationships between Toxoplasma and Sarcocystis deduced from a comparison of 18S rDNA sequences.
0,0,7596636,tenter am,2,0,-1,Phylogenetic relationships between Toxoplasma and Sarcocystis deduced from a comparison of 18S rDNA sequences.
0,0,7596636,johnson am,2,0,-1,Phylogenetic relationships between Toxoplasma and Sarcocystis deduced from a comparison of 18S rDNA sequences.
0,0,27809980,pegg e,2,0,-1,Application of a new PCR-RFLP panel suggests a restricted population structure for Eimeria tenella in UK and Irish chickens.
0,0,27809980,doyle k,2,0,-1,Application of a new PCR-RFLP panel suggests a restricted population structure for Eimeria tenella in UK and Irish chickens.
0,0,27809980,clark el,2,0,-1,Application of a new PCR-RFLP panel suggests a restricted population structure for Eimeria tenella in UK and Irish chickens.
0,0,27809980,jatau id,2,0,-1,Application of a new PCR-RFLP panel suggests a restricted population structure for Eimeria tenella in UK and Irish chickens.
0,0,27809980,tomley fm,2,0,-1,Application of a new PCR-RFLP panel suggests a restricted population structure for Eimeria tenella in UK and Irish chickens.
0,0,27809980,blake dp,2,0,-1,Application of a new PCR-RFLP panel suggests a restricted population structure for Eimeria tenella in UK and Irish chickens.
0,0,19747019,han hy,2,0,-1,Identification of differentially expressed genes in early stages of Eimeria tenella by suppression subtractive hybridization and cDNA microarray.
0,0,19747019,lin jj,2,0,-1,Identification of differentially expressed genes in early stages of Eimeria tenella by suppression subtractive hybridization and cDNA microarray.
0,0,19747019,zhao qp,2,0,-1,Identification of differentially expressed genes in early stages of Eimeria tenella by suppression subtractive hybridization and cDNA microarray.
0,0,19747019,dong h,2,0,-1,Identification of differentially expressed genes in early stages of Eimeria tenella by suppression subtractive hybridization and cDNA microarray.
0,0,19747019,jiang ll,2,0,-1,Identification of differentially expressed genes in early stages of Eimeria tenella by suppression subtractive hybridization and cDNA microarray.
0,0,19747019,xu mq,2,0,-1,Identification of differentially expressed genes in early stages of Eimeria tenella by suppression subtractive hybridization and cDNA microarray.
0,0,19747019,zhu sh,2,0,-1,Identification of differentially expressed genes in early stages of Eimeria tenella by suppression subtractive hybridization and cDNA microarray.
0,0,19747019,huang b,2,0,-1,Identification of differentially expressed genes in early stages of Eimeria tenella by suppression subtractive hybridization and cDNA microarray.
0,0,17892870,hosse rj,2,0,-1,Eimeria tenella: genomic organization and expression of an 89kDa cyclophilin.
0,0,17892870,krücken j,2,0,-1,Eimeria tenella: genomic organization and expression of an 89kDa cyclophilin.
0,0,17892870,bierbaum s,2,0,-1,Eimeria tenella: genomic organization and expression of an 89kDa cyclophilin.
0,0,17892870,greif g,2,0,-1,Eimeria tenella: genomic organization and expression of an 89kDa cyclophilin.
0,0,17892870,wunderlich f,2,0,-1,Eimeria tenella: genomic organization and expression of an 89kDa cyclophilin.
0,0,15542092,de venevelles p,2,0,-1,Towards a reference map of Eimeria tenella sporozoite proteins by two-dimensional electrophoresis and mass spectrometry.
0,0,15542092,chich jf,2,0,-1,Towards a reference map of Eimeria tenella sporozoite proteins by two-dimensional electrophoresis and mass spectrometry.
0,0,15542092,faigle w,2,0,-1,Towards a reference map of Eimeria tenella sporozoite proteins by two-dimensional electrophoresis and mass spectrometry.
0,0,15542092,loew d,2,0,-1,Towards a reference map of Eimeria tenella sporozoite proteins by two-dimensional electrophoresis and mass spectrometry.
0,0,15542092,labbé m,2,0,-1,Towards a reference map of Eimeria tenella sporozoite proteins by two-dimensional electrophoresis and mass spectrometry.
0,0,15542092,girard-misguich f,2,0,-1,Towards a reference map of Eimeria tenella sporozoite proteins by two-dimensional electrophoresis and mass spectrometry.
0,0,15542092,péry p,2,0,-1,Towards a reference map of Eimeria tenella sporozoite proteins by two-dimensional electrophoresis and mass spectrometry.
0,0,9045615,köhler s,2,0,-1,A plastid of probable green algal origin in Apicomplexan parasites.
0,0,9045615,delwiche cf,2,0,-1,A plastid of probable green algal origin in Apicomplexan parasites.
0,0,9045615,denny pw,2,0,-1,A plastid of probable green algal origin in Apicomplexan parasites.
0,0,9045615,tilney lg,2,0,-1,A plastid of probable green algal origin in Apicomplexan parasites.
0,0,9045615,webster p,2,0,-1,A plastid of probable green algal origin in Apicomplexan parasites.
0,0,9045615,wilson rj,2,0,-1,A plastid of probable green algal origin in Apicomplexan parasites.
0,0,9045615,palmer jd,2,0,-1,A plastid of probable green algal origin in Apicomplexan parasites.
0,0,9045615,roos ds,2,0,-1,A plastid of probable green algal origin in Apicomplexan parasites.
0,0,24932912,han h,2,0,-1,Molecular characterization and analysis of a novel protein disulfide isomerase-like protein of Eimeria tenella.
0,0,24932912,dong h,2,0,-1,Molecular characterization and analysis of a novel protein disulfide isomerase-like protein of Eimeria tenella.
0,0,24932912,zhu s,2,0,-1,Molecular characterization and analysis of a novel protein disulfide isomerase-like protein of Eimeria tenella.
0,0,24932912,zhao q,2,0,-1,Molecular characterization and analysis of a novel protein disulfide isomerase-like protein of Eimeria tenella.
0,0,24932912,jiang l,2,0,-1,Molecular characterization and analysis of a novel protein disulfide isomerase-like protein of Eimeria tenella.
0,0,24932912,wang y,2,0,-1,Molecular characterization and analysis of a novel protein disulfide isomerase-like protein of Eimeria tenella.
0,0,24932912,li l,2,0,-1,Molecular characterization and analysis of a novel protein disulfide isomerase-like protein of Eimeria tenella.
0,0,24932912,wu y,2,0,-1,Molecular characterization and analysis of a novel protein disulfide isomerase-like protein of Eimeria tenella.
0,0,24932912,huang b,2,0,-1,Molecular characterization and analysis of a novel protein disulfide isomerase-like protein of Eimeria tenella.
0,0,28455119,zhou z,2,0,-1,Changes of cecal microflora in chickens following Eimeria tenella challenge and regulating effect of coated sodium butyrate.
0,0,28455119,nie k,2,0,-1,Changes of cecal microflora in chickens following Eimeria tenella challenge and regulating effect of coated sodium butyrate.
0,0,28455119,huang q,2,0,-1,Changes of cecal microflora in chickens following Eimeria tenella challenge and regulating effect of coated sodium butyrate.
0,0,28455119,li k,2,0,-1,Changes of cecal microflora in chickens following Eimeria tenella challenge and regulating effect of coated sodium butyrate.
0,0,28455119,sun y,2,0,-1,Changes of cecal microflora in chickens following Eimeria tenella challenge and regulating effect of coated sodium butyrate.
0,0,28455119,zhou r,2,0,-1,Changes of cecal microflora in chickens following Eimeria tenella challenge and regulating effect of coated sodium butyrate.
0,0,28455119,wang z,2,0,-1,Changes of cecal microflora in chickens following Eimeria tenella challenge and regulating effect of coated sodium butyrate.
0,0,28455119,hu s,2,0,-1,Changes of cecal microflora in chickens following Eimeria tenella challenge and regulating effect of coated sodium butyrate.
0,0,15715222,fetterer rh,2,0,-1,A conserved 19-kDa Eimeria tenella antigen is a profilin-like protein.
0,0,15715222,miska kb,2,0,-1,A conserved 19-kDa Eimeria tenella antigen is a profilin-like protein.
0,0,15715222,jenkins mc,2,0,-1,A conserved 19-kDa Eimeria tenella antigen is a profilin-like protein.
0,0,15715222,barfield rc,2,0,-1,A conserved 19-kDa Eimeria tenella antigen is a profilin-like protein.
0,0,19089451,periz j,2,0,-1,Eimeria tenella microneme protein EtMIC4: capture of the full-length transcribed sequence and comparison with other microneme proteins.
0,0,19089451,ryan r,2,0,-1,Eimeria tenella microneme protein EtMIC4: capture of the full-length transcribed sequence and comparison with other microneme proteins.
0,0,19089451,blake dp,2,0,-1,Eimeria tenella microneme protein EtMIC4: capture of the full-length transcribed sequence and comparison with other microneme proteins.
0,0,19089451,tomley fm,2,0,-1,Eimeria tenella microneme protein EtMIC4: capture of the full-length transcribed sequence and comparison with other microneme proteins.
0,0,16454897,shirley mw,2,0,-1,Integrating genetics and genomics to identify new leads for the control of Eimeria spp.
0,0,16454897,blake d,2,0,-1,Integrating genetics and genomics to identify new leads for the control of Eimeria spp.
0,0,16454897,white se,2,0,-1,Integrating genetics and genomics to identify new leads for the control of Eimeria spp.
0,0,16454897,sheriff r,2,0,-1,Integrating genetics and genomics to identify new leads for the control of Eimeria spp.
0,0,16454897,smith al,2,0,-1,Integrating genetics and genomics to identify new leads for the control of Eimeria spp.
0,0,16881408,tosini f,2,0,-1,Apicomplexa genes involved in the host cell invasion: the Cpa135 protein family.
0,0,16881408,trasarti e,2,0,-1,Apicomplexa genes involved in the host cell invasion: the Cpa135 protein family.
0,0,16881408,pozio e,2,0,-1,Apicomplexa genes involved in the host cell invasion: the Cpa135 protein family.
0,0,8482530,ellis j,2,0,-1,Analysis of dinucleotide frequency and codon usage in the phylum Apicomplexa.
0,0,8482530,griffin h,2,0,-1,Analysis of dinucleotide frequency and codon usage in the phylum Apicomplexa.
0,0,8482530,morrison d,2,0,-1,Analysis of dinucleotide frequency and codon usage in the phylum Apicomplexa.
0,0,8482530,johnson am,2,0,-1,Analysis of dinucleotide frequency and codon usage in the phylum Apicomplexa.
0,0,8073024,shirley mw,2,0,-1,Intra-specific variation within Eimeria tenella detected by the random amplification of polymorphic DNA.
0,0,8073024,bumstead n,2,0,-1,Intra-specific variation within Eimeria tenella detected by the random amplification of polymorphic DNA.
0,0,20034493,yang g,2,0,-1,Eimeria tenella: cloning and characterization of telomerase reverse transcriptase gene.
0,0,20034493,li j,2,0,-1,Eimeria tenella: cloning and characterization of telomerase reverse transcriptase gene.
0,0,20034493,zhang x,2,0,-1,Eimeria tenella: cloning and characterization of telomerase reverse transcriptase gene.
0,0,20034493,zhao q,2,0,-1,Eimeria tenella: cloning and characterization of telomerase reverse transcriptase gene.
0,0,20034493,gong p,2,0,-1,Eimeria tenella: cloning and characterization of telomerase reverse transcriptase gene.
0,0,20034493,ren b,2,0,-1,Eimeria tenella: cloning and characterization of telomerase reverse transcriptase gene.
0,0,20034493,zhang g,2,0,-1,Eimeria tenella: cloning and characterization of telomerase reverse transcriptase gene.
0,0,25765081,walker ra,2,0,-1,RNA Seq analysis of the Eimeria tenella gametocyte transcriptome reveals clues about the molecular basis for sexual reproduction and oocyst biogenesis.
0,0,25765081,sharman pa,2,0,-1,RNA Seq analysis of the Eimeria tenella gametocyte transcriptome reveals clues about the molecular basis for sexual reproduction and oocyst biogenesis.
0,0,25765081,miller cm,2,0,-1,RNA Seq analysis of the Eimeria tenella gametocyte transcriptome reveals clues about the molecular basis for sexual reproduction and oocyst biogenesis.
0,0,25765081,lippuner c,2,0,-1,RNA Seq analysis of the Eimeria tenella gametocyte transcriptome reveals clues about the molecular basis for sexual reproduction and oocyst biogenesis.
0,0,25765081,okoniewski m,2,0,-1,RNA Seq analysis of the Eimeria tenella gametocyte transcriptome reveals clues about the molecular basis for sexual reproduction and oocyst biogenesis.
0,0,25765081,eichenberger rm,2,0,-1,RNA Seq analysis of the Eimeria tenella gametocyte transcriptome reveals clues about the molecular basis for sexual reproduction and oocyst biogenesis.
0,0,25765081,ramakrishnan c,2,0,-1,RNA Seq analysis of the Eimeria tenella gametocyte transcriptome reveals clues about the molecular basis for sexual reproduction and oocyst biogenesis.
0,0,25765081,brossier f,2,0,-1,RNA Seq analysis of the Eimeria tenella gametocyte transcriptome reveals clues about the molecular basis for sexual reproduction and oocyst biogenesis.
0,0,25765081,deplazes p,2,0,-1,RNA Seq analysis of the Eimeria tenella gametocyte transcriptome reveals clues about the molecular basis for sexual reproduction and oocyst biogenesis.
0,0,25765081,hehl ab,2,0,-1,RNA Seq analysis of the Eimeria tenella gametocyte transcriptome reveals clues about the molecular basis for sexual reproduction and oocyst biogenesis.
0,0,25765081,smith nc,2,0,-1,RNA Seq analysis of the Eimeria tenella gametocyte transcriptome reveals clues about the molecular basis for sexual reproduction and oocyst biogenesis.
0,0,11587964,jean l,2,0,-1,Aspartyl proteinase genes from apicomplexan parasites: evidence for evolution of the gene structure.
0,0,11587964,long m,2,0,-1,Aspartyl proteinase genes from apicomplexan parasites: evidence for evolution of the gene structure.
0,0,11587964,young j,2,0,-1,Aspartyl proteinase genes from apicomplexan parasites: evidence for evolution of the gene structure.
0,0,11587964,péry p,2,0,-1,Aspartyl proteinase genes from apicomplexan parasites: evidence for evolution of the gene structure.
0,0,11587964,tomley f,2,0,-1,Aspartyl proteinase genes from apicomplexan parasites: evidence for evolution of the gene structure.
0,0,18718473,yan w,2,0,-1,Stable transfection of Eimeria tenella: constitutive expression of the YFP-YFP molecule throughout the life cycle.
0,0,18718473,liu x,2,0,-1,Stable transfection of Eimeria tenella: constitutive expression of the YFP-YFP molecule throughout the life cycle.
0,0,18718473,shi t,2,0,-1,Stable transfection of Eimeria tenella: constitutive expression of the YFP-YFP molecule throughout the life cycle.
0,0,18718473,hao l,2,0,-1,Stable transfection of Eimeria tenella: constitutive expression of the YFP-YFP molecule throughout the life cycle.
0,0,18718473,tomley fm,2,0,-1,Stable transfection of Eimeria tenella: constitutive expression of the YFP-YFP molecule throughout the life cycle.
0,0,18718473,suo x,2,0,-1,Stable transfection of Eimeria tenella: constitutive expression of the YFP-YFP molecule throughout the life cycle.
0,0,17675183,klotz c,2,0,-1,Identification of Eimeria tenella genes encoding for secretory proteins and evaluation of candidates by DNA immunisation studies in chickens.
0,0,17675183,gehre f,2,0,-1,Identification of Eimeria tenella genes encoding for secretory proteins and evaluation of candidates by DNA immunisation studies in chickens.
0,0,17675183,lucius r,2,0,-1,Identification of Eimeria tenella genes encoding for secretory proteins and evaluation of candidates by DNA immunisation studies in chickens.
0,0,17675183,pogonka t,2,0,-1,Identification of Eimeria tenella genes encoding for secretory proteins and evaluation of candidates by DNA immunisation studies in chickens.
0,0,16545808,li j,2,0,-1,Eimeria tenella: cloning of a novel Eimeria tenella cDNA encoding a protein related to rhomboid family from F2 hybrid strain.
